subLot,lot,bloc,transactionDate,street,houseNumber,apartmentNumber,price,grossArea,netArea,rooms,ppsm,ppr,floor,floors,apartmentsInBuilding,parking,storage,roof,yard,constructionYear,,,,,,,,,,,,,,,,,,,
5,68,6910,16/12/2003,152,6,,100000,,11,,9091,,0,3,,,,,,1935,,,,,,,,,,,,,,,,,,,
0,68,6910,09/07/2003,152,6,,369495,,36,1.5,10264,246330,4,5,,,,,,2003,,,,,,,,,,,,,,,,,,,
0,68,6910,30/06/2003,152,6,,366520,,37,1.5,9906,244347,4,5,,,,,,2003,,,,,,,,,,,,,,,,,,,
0,68,6910,03/06/2003,152,6,,371960,,35,1.5,10627,247973,3,5,,,,,,2003,,,,,,,,,,,,,,,,,,,
-1,68,6910,03/06/2003,152,6,,371960,,36,1.5,10332,247973,3,5,,,,,,2003,,,,,,,,,,,,,,,,,,,
0,68,6910,25/05/2003,152,6,,378590,,35,1.5,10817,252393,4,5,,,,,,2003,,,,,,,,,,,,,,,,,,,
18,68,6910,04/04/2003,152,6,,279660,,74,3,3779,93220,2,3,,,,,,1935,,,,,,,,,,,,,,,,,,,
21,67,6910,26/12/2002,152,8,,952400,,63,3,15117,317467,3,4,,,,31,,1935,,,,,,,,,,,,,,,,,,,
0,68,6910,16/12/2002,152,6,,416700,35,,1.5,11906,277800,4,5,,,,,,2003,,,,,,,,,,,,,,,,,,,
12,68,6910,19/11/2002,152,6,,748800,,54,2,13867,374400,0,3,,,,,,1940,,,,,,,,,,,,,,,,,,,
0,68,6910,13/06/2002,152,6,,620000,36,,2,17222,310000,3,5,,,,,,2002,,,,,,,,,,,,,,,,,,,
12,68,6910,15/05/2002,152,6,,1051350,,76,3,13834,350450,1,3,,,,,,1935,,,,,,,,,,,,,,,,,,,
0,68,6910,08/04/2002,152,6,,556920,56,,2,9945,278460,3,5,,,,,,2002,,,,,,,,,,,,,,,,,,,
25,68,6910,31/03/2002,152,6,,765552,55,,2,13919,382776,3,5,,,,,,2002,,,,,,,,,,,,,,,,,,,
19,231,6968,25/11/2019,152,101,0,2319998,34,36,2,64444,1159999,2,6,30,0,0,0,0,2000,,,,,,,,,,,,,,,,,,,
6,59,6902,07/10/2019,152,141,6,1690000,27,24,2,70417,845000,1,4,15,0,0,0,0,1999,,,,,,,,,,,,,,,,,,,
23,108,6968,04/09/2019,152,103,0,3050001,59,64,3,47656,1016667,3,5,11,0,0,0,0,1999,,,,,,,,,,,,,,,,,,,
10,75,6901,28/12/2017,152,174,12,3600000,75,75,3,48000,1200000,3,6,50,1,0,0,0,2016,,,,,,,,,,,,,,,,,,,
0,153,6906,17/12/2017,152,48,0,2150000,32,36,2,59722,1075000,3,5,18,0,0,0,0,2009,,,,,,,,,,,,,,,,,,,
0,34,6907,27/11/2017,152,31,28,1800001,33,46,2,39130,900000.5,2,6,40,0,0,0,0,2015,,,,,,,,,,,,,,,,,,,
8,85,6907,26/11/2017,152,24,0,5650000,102,0,4,55392,1412500,2,5,0,0,0,0,0,2015,,,,,,,,,,,,,,,,,,,
0,105,6968,14/11/2017,152,97,0,1550000,75,75,3,20667,516666.67,1,4,0,0,0,0,0,1970,,,,,,,,,,,,,,,,,,,
38,18,7113,08/11/2017,152,84,0,2650000,71,0,3,37324,883333.33,4,4,0,0,0,0,0,1950,,,,,,,,,,,,,,,,,,,
6,109,6902,28/12/2016,152,158,0,729998,25,16,1,45625,729998,1,5,12,0,0,0,0,1960,,,,,,,,,,,,,,,,,,,
25,23,6906,27/12/2016,152,68,0,1950002,35,0,1.5,55714,1300001.33,4,8,40,0,0,0,0,1998,,,,,,,,,,,,,,,,,,,
0,75,6901,13/12/2016,152,174,19,2850000,62,47,2,60638,1425000,5,6,21,0,0,0,0,2016,,,,,,,,,,,,,,,,,,,
0,38,6962,07/12/2016,152,258,,650000,49,49,2,13265,325000,1,4,14,,,,,1950,,,,,,,,,,,,,,,,,,,
0,44,6961,01/12/2016,152,211,,1700001,35,35,1.5,48571,1133334,5,5,,,,,,1960,,,,,,,,,,,,,,,,,,,
0,44,6961,01/12/2016,152,211,0,1700001,35,35,1.5,48571,1133334,5,5,0,0,0,0,0,1960,,,,,,,,,,,,,,,,,,,
18,75,6901,28/11/2016,152,174,18,2750000,47,47,2,58511,1375000,5,5,18,0,0,0,0,2015,,,,,,,,,,,,,,,,,,,
0,36,6961,28/11/2014,152,205,,2720002,70,70,3,38857,906667.33,1,3,,,,,,1970,,,,,,,,,,,,,,,,,,,
11,40,6962,31/12/2013,152,231,,2249999,60,,3,37500,749999.67,4,4,,,,,,1970,,,,,,,,,,,,,,,,,,,
6,38,6962,28/11/2013,152,258,,1680000,50,,3,33600,560000,2,4,,,,,,1970,,,,,,,,,,,,,,,,,,,
11,40,6962,31/12/2012,152,8,,1700001,55,,3,30909,566667,4,4,,,,,,1970,,,,,,,,,,,,,,,,,,,
0,38,6962,27/09/2012,152,258,,1045000,47,,2,22234,522500,1,5,,,,,,1950,,,,,,,,,,,,,,,,,,,
0,64,7078,14/09/2012,152,102,,1800000,60,60,3,30000,600000,3,4,9,,,,,1950,,,,,,,,,,,,,,,,,,,
0,70,6910,16/08/2012,152,4,,1685000,70,,3,24071,561666.67,3,4,,,,,,2007,,,,,,,,,,,,,,,,,,,
-1,70,6910,22/09/2011,152,4,,2327586,,88,3,26450,775862,4,4,,,,53,,2011,,,,,,,,,,,,,,,,,,,
0,70,6910,22/09/2011,152,4,,3234440,,121,4,26731,808610,0,,,,,,,2011,,,,,,,,,,,,,,,,,,,
0,70,6910,20/09/2011,152,4,,1500000,,50,2,30000,750000,0,,,,,,,2010,,,,,,,,,,,,,,,,,,,
0,70,6910,24/08/2011,152,4,,1650000,75,,3,22000,550000,2,5,19,,,,,2010,,,,,,,,,,,,,,,,,,,
12,5,6910,17/07/2011,152,18,,1400000,,54,2.5,25926,560000,1,,,,,,,1970,,,,,,,,,,,,,,,,,,,
21,68,6910,14/06/2011,152,6,,1690000,,54,3,31296,563333.33,0,,,,,,,2000,,,,,,,,,,,,,,,,,,,
17,5,6910,07/04/2011,152,18,,1200000,,50,3,24000,400000,0,,,,,,,1970,,,,,,,,,,,,,,,,,,,
32,68,6910,24/03/2011,152,6,,1180000,,10,2,118000,590000,4,,,,,,,1941,,,,,,,,,,,,,,,,,,,
0,4,6910,14/03/2011,152,18,,1485001,,60,3,24750,495000.33,2,4,,,,,,2005,,,,,,,,,,,,,,,,,,,
25,68,6910,03/12/2006,152,6,,698610,,30,2,23287,349305,3,6,24,,,,,2003,,,,,,,,,,,,,,,,,,,
25,68,6910,19/10/2006,152,6,,653769,,50,2,13075,326884.5,3,5,,,,,,2005,,,,,,,,,,,,,,,,,,,
25,68,6910,21/08/2006,152,6,,959420,,75,3,12792,319806.67,5,6,,,,,,2006,,,,,,,,,,,,,,,,,,,
25,68,6910,22/06/2006,152,6,,869895,,48,3,18123,289965,5,,,,,1,,2005,,,,,,,,,,,,,,,,,,,
10,68,6910,18/06/2006,152,6,,581116,,42,2,13836,290558,1,6,,,,,,1960,,,,,,,,,,,,,,,,,,,
25,68,6910,04/06/2006,152,6,,769080,,10,3,76908,256360,5,,,,,,,2006,,,,,,,,,,,,,,,,,,,
11,68,6910,31/05/2006,152,6,,590729,,35,2,16878,295364.5,1,6,,,,,,1960,,,,,,,,,,,,,,,,,,,
12,68,6910,11/05/2006,152,6,,568960,,35,2,16256,284480,1,6,,,,,,1960,,,,,,,,,,,,,,,,,,,
13,68,6910,27/04/2006,152,6,,573298,,35,2,16380,286649,1,6,,,,,,1960,,,,,,,,,,,,,,,,,,,
25,68,6910,25/04/2006,152,6,,656415,,36,2,18234,328207.5,3,5,44,,,,,2004,,,,,,,,,,,,,,,,,,,
25,68,6910,23/04/2006,152,6,,643101,,31,2,20745,321550.5,4,6,24,,,,,2002,,,,,,,,,,,,,,,,,,,
18,5,6910,05/04/2006,152,18,,1236016,,73,4,16932,309004,5,6,12,,,1,,1933,,,,,,,,,,,,,,,,,,,
25,68,6910,20/03/2006,152,6,,661436,,32,2,20670,330718,4,6,24,,,,,2005,,,,,,,,,,,,,,,,,,,
0,70,6910,17/02/2006,152,4,,889245,53,,2,16778,444622.5,3,6,,,,,,2006,,,,,,,,,,,,,,,,,,,
25,68,6910,09/01/2006,152,6,,1049912,,55,3,19089,349970.67,5,6,,,,,,2002,,,,,,,,,,,,,,,,,,,
0,253,6631,18/03/2018,153,11,19,3630000,105,105,3,34571,1210000,5,17,68,2,0,0,0,2006,,,,,,,,,,,,,,,,,,,
27,190,6631,21/02/2018,153,1,0,7199999,214,214,6,33645,1200000,9,10,27,2,0,5,0,1993,,,,,,,,,,,,,,,,,,,
0,253,6631,21/04/2015,153,13,,4094204,120,,4,34118,1023551,13,17,64,,,,,2007,,,,,,,,,,,,,,,,,,,
0,253,6631,21/04/2015,153,13,0,4094204,120,0,4,34118,1023551,13,17,64,0,0,0,0,2007,,,,,,,,,,,,,,,,,,,
133,209,6631,19/03/2015,153,25,0,3649999,107,107,4,34112,912500,5,8,0,0,0,0,0,2000,,,,,,,,,,,,,,,,,,,
133,209,6631,19/03/2015,153,25,,3649999,107,107,4,34112,912500,5,8,,,,,,2000,,,,,,,,,,,,,,,,,,,
133,215,6631,05/12/2017,153,32,0,4099999,120,124,4,33065,1024999.75,1,8,32,1,0,0,0,1990,,,,,,,,,,,,,,,,,,,
58,253,6631,19/11/2017,153,11,58,9000000,171,172,5,52326,1800000,15,17,0,4,0,0,0,2008,,,,,,,,,,,,,,,,,,,
88,215,6631,16/11/2017,153,28,0,4950000,124,0,5,39919,990000,6,8,0,0,0,0,0,1996,,,,,,,,,,,,,,,,,,,
195,209,6631,11/11/2014,153,23,,3500000,107,,4,32710,875000,7,15,57,,,,,1990,,,,,,,,,,,,,,,,,,,
67,215,6631,29/10/2014,153,28,,2750000,124,,5,22177,550000,1,8,,,,,,1985,,,,,,,,,,,,,,,,,,,
0,466,6214,09/06/2020,154,33,5,3225000,60,55,2,58636,1612500,1,4,12,0,0,0,0,1960,,,,,,,,,,,,,,,,,,,
6,13,6958,23/11/2008,154,89,0,4625300,0,105,5,44050,925060,5,6,0,0,0,0,0,2005,,,,,,,,,,,,,,,,,,,
3,679,6214,27/12/2016,154,49,0,4600000,0,81,3,56790,1533333.33,1,4,0,0,0,0,0,2017,,,,,,,,,,,,,,,,,,,
4,679,6214,28/11/2016,154,49,0,10100000,0,175,5,57714,2020000,2,4,0,0,0,0,0,2016,,,,,,,,,,,,,,,,,,,
0,138,6214,24/11/2016,154,24,0,3690000,64,0,3,57656,1230000,2,3,9,0,0,0,0,1950,,,,,,,,,,,,,,,,,,,
0,677,6214,09/12/2013,154,47,0,5084745,0,150,5,33898,1016949,5,6,0,0,0,0,0,2015,,,,,,,,,,,,,,,,,,,
6,226,6957,13/03/2011,154,53,0,1800000,0,55,2.5,32727,720000,0,0,0,0,0,0,0,2000,,,,,,,,,,,,,,,,,,,
10,601,6106,10/11/2017,155,10,0,3095000,57,57,3,54298,1031666.67,4,4,0,0,0,0,0,1960,,,,,,,,,,,,,,,,,,,
10,537,6106,29/12/2013,155,14,,2250000,56,,2.5,40179,900000,4,4,,,,,,1960,,,,,,,,,,,,,,,,,,,
14,511,6106,23/10/2012,155,8,,2700000,,79,3.5,34177,771428.57,4,4,12,,,,,1970,,,,,,,,,,,,,,,,,,,
12,507,6106,27/09/2012,155,2,,2000000,,61,3,32787,666666.67,4,4,12,1,,,,1967,,,,,,,,,,,,,,,,,,,
1,631,6106,05/09/2012,155,13,,1955000,,60,3,32583,651666.67,1,4,12,,,,,1960,,,,,,,,,,,,,,,,,,,
8,507,6106,31/07/2012,155,2,,1930000,,61,3,31639,643333.33,3,4,12,,,,,1967,,,,,,,,,,,,,,,,,,,
10,403,6213,16/12/2019,156,22,10,3155872,58,58,3,54412,1051957.33,2,8,48,0,0,0,0,2020,,,,,,,,,,,,,,,,,,,
0,402,6213,16/12/2019,156,24,10,3155872,58,58,3,54412,1051957.33,2,8,48,0,0,0,0,2020,,,,,,,,,,,,,,,,,,,
3,45,7071,03/06/2020,157,3,0,2450000,86,86,1,28488,2450000,1,3,5,0,0,0,0,1970,,,,,,,,,,,,,,,,,,,
22,10,7072,25/07/2002,157,15,,166250,,51,1.5,3260,110833,1,3,6,,,,,1950,,,,,,,,,,,,,,,,,,,
48,159,7052,31/07/2020,158,21,0,3042001,70,74,3,41108,1014000,5,8,54,1,0,0,0,2013,,,,,,,,,,,,,,,,,,,
53,159,7052,05/07/2020,158,21,53,4000000,114,94,4,42553,1000000,6,6,54,1,0,0,0,2012,,,,,,,,,,,,,,,,,,,
9,58,7084,13/02/2018,158,8,0,895001,47,48,2,18646,447501,1,3,13,0,0,0,0,1970,,,,,,,,,,,,,,,,,,,
0,60,7084,14/11/2017,158,4,0,213001,25,25,1,8520,213001,1,3,0,0,0,0,0,1930,,,,,,,,,,,,,,,,,,,
9,67,7084,23/11/2016,158,9,0,1995000,54,54,3,36944,665000,3,5,13,0,0,0,0,2005,,,,,,,,,,,,,,,,,,,
10,63,7052,06/11/2012,158,18,,137999,127,127,5,1087,27599.8,1,3,10,,,,,1950,,,,,,,,,,,,,,,,,,,
17,50,7091,12/12/2017,159,10,17,949999,28,31,1,30645,949999,4,4,17,0,0,52,0,1930,,,,,,,,,,,,,,,,,,,
0,38,7017,26/12/2013,160,6,,2679998,94,94,3,28511,893332.67,1,4,,,,,,2000,,,,,,,,,,,,,,,,,,,
5,38,7017,27/11/2013,160,6,,2200000,102,102,4,21569,550000,1,4,12,,,,,2013,,,,,,,,,,,,,,,,,,,
66,32,7072,21/09/2004,161,2,,134340,,35,1,3838,134340,3,3,,,,,,1950,,,,,,,,,,,,,,,,,,,
3,85,7084,09/04/2018,162,3,0,2250001,76,72,3,31250,750000,2,4,13,0,0,0,0,1930,,,,,,,,,,,,,,,,,,,
89,8,7084,24/11/2016,162,11,0,1620000,45,45,2,36000,810000,1,4,0,0,0,0,0,1960,,,,,,,,,,,,,,,,,,,
0,899,6624,16/04/2018,163,280,0,4950002,255,255,5,19412,990000,9,10,90,2,0,69,0,2016,,,,,,,,,,,,,,,,,,,
0,899,6624,15/04/2018,163,280,0,2040000,58,58,2,35172,1020000,4,9,99,1,0,0,0,2013,,,,,,,,,,,,,,,,,,,
4,984,6625,25/02/2018,163,299,0,3800000,155,150,5,25333,760000,2,2,7,1,0,141,0,1970,,,,,,,,,,,,,,,,,,,
73,814,6636,15/02/2018,163,201,3,3615000,85,67,4,53955,903750,1,3,32,0,0,0,0,1950,,,,,,,,,,,,,,,,,,,
19,955,6625,24/09/2019,163,244,19,2685640,94,94,4,28571,671410,6,8,30,1,0,0,0,1990,,,,,,,,,,,,,,,,,,,
6,955,6625,22/09/2019,163,244,6,2720640,86,86,4,31635,680160,2,5,30,1,0,0,0,1998,,,,,,,,,,,,,,,,,,,
0,785,6636,28/12/2017,163,208,39,3825850,121,121,5,31619,765170,4,5,44,0,0,0,0,2016,,,,,,,,,,,,,,,,,,,
0,899,6624,24/12/2017,163,280,18,1930000,59,59,2,32712,965000,4,11,92,1,0,0,0,2016,,,,,,,,,,,,,,,,,,,
38,785,6636,28/11/2017,163,208,0,3755850,0,121,5,31040,751170,4,9,44,0,0,0,0,2019,,,,,,,,,,,,,,,,,,,
31,784,6636,16/11/2017,163,210,0,1329999,77,0,3.5,17312,380857.43,3,3,0,0,0,0,0,1970,,,,,,,,,,,,,,,,,,,
4,8,6943,29/03/2018,164,21,0,1350000,79,79,3,17089,450000,1,4,11,0,0,0,0,1994,,,,,,,,,,,,,,,,,,,
8,8,6943,18/02/2018,164,21,5,1350000,90,79,3,17089,450000,3,4,3,0,0,0,0,1990,,,,,,,,,,,,,,,,,,,
9,8,6943,12/12/2013,164,21,0,1100000,72,68,3,16176,366666.67,3,5,10,0,0,0,0,2000,,,,,,,,,,,,,,,,,,,
11,493,6212,08/06/2008,165,14,,800000,,41,1.5,19512,533333,2,,,,,,,1949,,,,,,,,,,,,,,,,,,,
3,493,6212,28/06/2004,165,14,,742665,,41,2,18114,371333,0,4,15,,,,,1960,,,,,,,,,,,,,,,,,,,
7,490,6212,19/11/2002,165,8,,756378,,43,2.5,17632,303264,1,3,10,,,,,1961,,,,,,,,,,,,,,,,,,,
4,605,6106,03/12/2014,165,74,,620001,62,56,2.5,11071,248000.4,1,4,,,,,,1970,,,,,,,,,,,,,,,,,,,
16,1151,6212,30/11/2014,165,58,,6000000,92,92,4.5,65217,1333333.33,4,4,16,,,,,1970,,,,,,,,,,,,,,,,,,,
4,494,6212,13/03/2011,165,16,,1535000,,41,2,53902,1105000,1,3,,,,,,1958,,,,,,,,,,,,,,,,,,,
5,494,6212,15/02/2011,165,16,,1565000,,41,2,38171,782500,1,4,,,,,,1972,,,,,,,,,,,,,,,,,,,
10,490,6212,13/09/2006,165,8,,831250,,43,2,19331,415625,2,,,,,,,1961,,,,,,,,,,,,,,,,,,,
10,490,6212,02/04/2006,165,8,,769725,,43,2,17901,384862.5,2,3,13,,,,,1961,,,,,,,,,,,,,,,,,,,
29,398,6107,16/09/2019,166,16,0,4900000,106,98,4,50000,1225000,7,9,34,1,0,0,0,1970,,,,,,,,,,,,,,,,,,,
1,1188,6212,25/12/2017,166,21,1,2650000,49,49,2,54082,1325000,0,4,15,0,0,0,0,1950,,,,,,,,,,,,,,,,,,,
3,552,6637,09/08/2012,167,27,,2750000,,95,4,28947,687500,2,,,,,,,1999,,,,,,,,,,,,,,,,,,,
36,233,7110,12/04/2015,168,3,,33640,62,62,3,543,11213,1,8,,,,,,1935,,,,,,,,,,,,,,,,,,,
38,233,7110,29/03/2015,168,3,,33945,62,62,3,548,11315,2,8,,,,,,1935,,,,,,,,,,,,,,,,,,,
89,233,7110,29/03/2015,168,5,,33640,78,78,3,431,11213,7,8,,,,,,1935,,,,,,,,,,,,,,,,,,,
40,233,7110,25/03/2015,168,3,,33912,57,57,3,595,11304,3,8,,,,,,1935,,,,,,,,,,,,,,,,,,,
10,233,7110,25/03/2015,168,1,,33912,62,62,3,547,11304,3,8,,,,,,1935,,,,,,,,,,,,,,,,,,,
28,233,7110,07/12/2016,168,1,,43743,62,62,3,706,14581,1,8,,,,,,1960,,,,,,,,,,,,,,,,,,,
28,233,7110,07/12/2016,168,1,0,43743,62,62,3,706,14581,1,8,0,0,0,0,0,1960,,,,,,,,,,,,,,,,,,,
7,63,7081,19/03/2015,169,2,,179377,42,,3,4271,59792,2,3,,,,,,1960,,,,,,,,,,,,,,,,,,,
23,88,7081,04/12/2019,169,4,0,2480000,73,65,3.5,38154,708571.43,2,3,22,0,0,0,0,1940,,,,,,,,,,,,,,,,,,,
30,88,7081,10/12/2012,169,4,,600000,65,65,2.5,9231,240000,2,4,42,,,,,1960,,,,,,,,,,,,,,,,,,,
0,176,6973,14/06/2020,170,41,0,2340000,81,81,3,28889,780000,1,3,4,0,0,0,0,2017,,,,,,,,,,,,,,,,,,,
0,3,6971,01/04/2015,170,1,,1450000,50,50,2,29000,725000,2,3,2,,,,,1949,,,,,,,,,,,,,,,,,,,
0,268,6973,06/11/2017,170,27,17,3570000,80,78,4,45769,892500,3,3,17,4,0,56,0,2016,,,,,,,,,,,,,,,,,,,
0,3,6971,01/12/2014,170,1,,935000,62,,2,15081,467500,1,2,4,,,,,1950,,,,,,,,,,,,,,,,,,,
0,3,6971,05/11/2013,170,1,,2350000,88,,3,26705,783333.33,1,1,,,,,,1955,,,,,,,,,,,,,,,,,,,
2,38,7081,10/12/2014,171,13,,1980000,63,,2,31429,990000,0,2,,,,,,1940,,,,,,,,,,,,,,,,,,,
0,410,6217,19/03/2018,172,33,0,8500020,124,124,4,68549,2125005,6,8,16,0,0,0,0,1950,,,,,,,,,,,,,,,,,,,
5,69,6217,07/11/2017,172,11,0,2900000,65,65,2,44615,1450000,3,4,8,0,0,0,0,1960,,,,,,,,,,,,,,,,,,,
1,67,6217,09/11/2014,172,15,,1800000,77,,3.5,23377,514285.71,1,4,,,,,,1965,,,,,,,,,,,,,,,,,,,
0,263,7109,25/03/2021,173,0,0,3346000,69,69,3,48493,1115333,5,7,20,1,0,0,0,2021,,,,,,,,,,,,,,,,,,,
0,263,7109,22/03/2021,173,0,0,2882500,60,60,3,48042,960833,4,7,20,1,0,0,0,2021,,,,,,,,,,,,,,,,,,,
0,263,7109,16/03/2021,173,0,0,3170000,83,83,3,38193,1056667,5,7,20,1,0,0,0,2021,,,,,,,,,,,,,,,,,,,
0,263,7109,11/03/2021,173,0,0,2280000,50,50,2,45600,1140000,2,7,20,1,0,0,0,2021,,,,,,,,,,,,,,,,,,,
0,263,7109,04/03/2021,173,1,13,2604000,60,60,3,43400,868000,3,6,19,0,0,0,0,2021,,,,,,,,,,,,,,,,,,,
0,263,7109,02/03/2021,173,19,4,2565500,57,57,2,45009,1282750,1,8,19,0,0,0,0,2021,,,,,,,,,,,,,,,,,,,
0,461,7109,02/08/2020,173,31,2,3150000,98,98,4,32143,787500,5,6,11,1,0,0,0,2016,,,,,,,,,,,,,,,,,,,
28,224,6626,15/04/2015,174,9,0,2900001,93,0,4,31183,725000,6,6,0,0,0,0,0,1990,,,,,,,,,,,,,,,,,,,
28,224,6626,15/04/2015,174,9,,2900001,93,,4,31183,725000,6,6,,,,,,1990,,,,,,,,,,,,,,,,,,,
3,222,6626,28/10/2019,174,6,2,3375001,77,77,3,43831,1125000.33,1,8,108,1,0,0,110,2012,,,,,,,,,,,,,,,,,,,
64,222,6626,13/09/2019,174,2,0,3440000,83,77,3,44675,1146666.67,0,8,32,1,0,0,174,2000,,,,,,,,,,,,,,,,,,,
67,224,6626,07/11/2017,174,15,0,3680000,114,114,5,32281,736000,1,8,0,0,0,0,0,2003,,,,,,,,,,,,,,,,,,,
105,222,6626,05/11/2017,174,4,0,4050000,106,0,5,38208,810000,2,4,0,0,0,0,0,2000,,,,,,,,,,,,,,,,,,,
9,41,7436,30/03/2015,175,5,0,7250000,140,0,4,51786,1812500,5,6,0,0,0,58,0,2015,,,,,,,,,,,,,,,,,,,
7,42,7436,30/03/2015,175,7,0,11300001,200,0,5,56500,2260000,6,6,0,0,0,71,0,2013,,,,,,,,,,,,,,,,,,,
1,59,7016,21/01/2003,176,15,,127400,,94,6,1355,21233,1,2,4,,,,,1940,,,,,,,,,,,,,,,,,,,
51,156,7016,14/12/2016,176,3,,2675000,60,60,2,44583,1337500,4,4,,,,,,1970,,,,,,,,,,,,,,,,,,,
51,156,7016,14/12/2016,176,3,0,2675000,60,60,2,44583,1337500,4,4,0,0,0,0,0,1970,,,,,,,,,,,,,,,,,,,
0,11,6911,22/04/2010,177,11,,1880001,,999,9,1882,208889,0,,,,,,,2012,,,,,,,,,,,,,,,,,,,
0,11,6911,31/01/2010,177,11,,2429530,,95,3,25574,809843,0,,,,,,,2011,,,,,,,,,,,,,,,,,,,
8,47,6911,29/01/2009,177,7,,1745000,,69,3,25290,581667,3,,,,,,,1960,,,,,,,,,,,,,,,,,,,
6,9,6911,14/07/2008,177,3,,1680000,,61,3,27541,560000,2,,,,,,,1970,,,,,,,,,,,,,,,,,,,
11,43,6911,23/02/2004,177,3,,847590,,59,2.5,14366,339036,3,3,12,,,,,1958,,,,,,,,,,,,,,,,,,,
8,9,6911,06/11/2003,177,3,,822402,,63,2.5,13054,328961,3,3,,,,,,1935,,,,,,,,,,,,,,,,,,,
0,10,6911,10/11/2002,177,5,,1342350,,100,4,13424,335588,1,3,,,,,,2001,,,,,,,,,,,,,,,,,,,
8,12,6911,26/05/2002,177,9,,515000,,75,3,6867,171667,3,3,,,,,,1935,,,,,,,,,,,,,,,,,,,
0,11,6911,03/12/2012,177,11,,3120000,110,,4,28364,780000,4,5,9,,,,,2010,,,,,,,,,,,,,,,,,,,
0,11,6911,30/08/2012,177,11,,871998,99,,4,8808,217999.5,2,5,,,,,,2010,,,,,,,,,,,,,,,,,,,
0,11,6911,28/08/2012,177,11,,857000,80,,4,10713,214250,2,5,,,,,,2010,,,,,,,,,,,,,,,,,,,
6,8,6911,27/09/2011,177,1,,2940001,,73,4,40274,735000.25,2,4,8,,,,,1970,,,,,,,,,,,,,,,,,,,
1,42,6911,06/07/2011,177,1,,750000,,38,2,19737,375000,1,,,,,,,1970,,,,,,,,,,,,,,,,,,,
6,9,6911,09/11/2006,177,3,,1135200,,61,3,18610,378400,2,3,8,,,,,1958,,,,,,,,,,,,,,,,,,,
7,47,6911,22/10/2006,177,7,,1334736,,69,3,19344,444912,2,4,9,,,,,1960,,,,,,,,,,,,,,,,,,,
7,10,6911,23/04/2006,177,5,,1641960,,86,4,19093,410490,3,5,11,,,,,2001,,,,,,,,,,,,,,,,,,,
9,42,6911,08/02/2006,177,1,,1177000,,72,3,16347,392333.33,2,3,8,,,,,1960,,,,,,,,,,,,,,,,,,,
0,61,7242,30/03/2015,178,168,0,1099999,75,75,3,14667,366666,3,4,0,0,0,0,0,1970,,,,,,,,,,,,,,,,,,,
62,114,7242,19/03/2015,178,176,0,1510000,73,0,3,20685,503333,6,8,0,1,0,0,0,2000,,,,,,,,,,,,,,,,,,,
33,290,6146,26/12/2016,178,203,1,1350000,63,63,3,21429,450000,1,8,32,0,0,0,0,1975,,,,,,,,,,,,,,,,,,,
38,31,7242,25/12/2016,178,187,0,1500000,49,49,4,30612,375000,4,5,54,0,0,0,0,1960,,,,,,,,,,,,,,,,,,,
25,309,6649,05/12/2013,179,3,,3200000,128,,5,25000,640000,7,11,,,,,,1970,,,,,,,,,,,,,,,,,,,
12,303,6649,17/11/2013,179,13,,1600000,50,50,2.5,32000,640000,3,4,,,,,,1999,,,,,,,,,,,,,,,,,,,
2,76,7085,30/11/2014,180,29,,1880000,58,,2,32414,940000,0,4,8,,,,,1950,,,,,,,,,,,,,,,,,,,
0,88,7085,05/03/2018,180,11,5,1488000,75,75,2.5,19840,595200,3,3,6,0,0,0,0,1950,,,,,,,,,,,,,,,,,,,
1,86,7085,13/02/2018,180,15,0,1075000,60,59,2,18220,537500,0,6,8,0,0,0,0,1930,,,,,,,,,,,,,,,,,,,
6,86,7085,25/02/2018,180,15,0,1075000,59,58,2,18534,537500,2,6,8,0,0,0,0,1930,,,,,,,,,,,,,,,,,,,
14,26,6770,28/04/2015,181,31,,3360000,,107,5,31402,672000,4,8,,,,,,2015,,,,,,,,,,,,,,,,,,,
27,58,6769,25/11/2016,181,20,0,883333,47,0,2,18794,441666.5,1,2,8,0,0,0,0,1950,,,,,,,,,,,,,,,,,,,
30,9,6770,23/11/2016,181,13,26,4250000,70,0,4.5,60714,944444.44,6,11,40,0,0,0,0,1960,,,,,,,,,,,,,,,,,,,
38,9,6770,30/12/2013,181,13,,3950000,80,80,5,49375,790000,8,10,,,,,,1970,,,,,,,,,,,,,,,,,,,
31,9,6770,25/12/2013,181,14,,3400000,108,,3,31481,1133333.33,6,11,,,,,,1960,,,,,,,,,,,,,,,,,,,
8,18,6772,13/11/2013,181,14,,2800000,61,61,2.5,45902,1120000,1,2,,,,,,1954,,,,,,,,,,,,,,,,,,,
16,154,6999,26/03/2015,182,51,0,780001,46,46,2,16957,390001,4,4,0,0,0,0,0,1970,,,,,,,,,,,,,,,,,,,
4,158,6911,28/03/2010,182,18,,2050000,,66,3,31061,683333,2,,,,,,,1967,,,,,,,,,,,,,,,,,,,
3,88,6911,15/07/2009,182,14,,1130000,,48,2,23542,565000,3,,,,,,,1958,,,,,,,,,,,,,,,,,,,
3,88,6911,15/02/2009,182,14,,487002,,46,2,10587,243501,3,,,,,,,1962,,,,,,,,,,,,,,,,,,,
12,49,6911,27/01/2009,182,7,,1654999,,82,3.5,20183,472857,4,,,,,,,1960,,,,,,,,,,,,,,,,,,,
