subLot,lot,bloc,transactionDate,street,houseNumber,apartmentNumber,price,grossArea,netArea,rooms,ppsm,ppr,floor,floors,apartmentsInBuilding,parking,storage,roof,yard,constructionYear,,,,,,,,,,,,,,,,,,,
721,9,7446,21/11/2013,357,14,,3287903,,74,3,44431,1095967.67,5,7,,,,,,2013,,,,,,,,,,,,,,,,,,,
722,9,7446,21/11/2013,357,14,,3443237,,85,4,40509,860809.25,5,7,,,,,,2013,,,,,,,,,,,,,,,,,,,
5,249,6107,25/11/2019,358,22,5,4000000,102,92,4,43478,1000000,1,10,52,1,0,0,0,1960,,,,,,,,,,,,,,,,,,,
0,143,7084,25/06/2020,358,112,0,3170850,114,114,3,27814,1056950,0,8,22,0,0,0,62,2019,,,,,,,,,,,,,,,,,,,
19,149,7084,29/04/2015,358,100,,1313559,,44,2,29854,656780,7,7,,,,,,2016,,,,,,,,,,,,,,,,,,,
20,150,7084,01/04/2015,358,98,,1150000,50,,2,23000,575000,4,4,16,,,,,1950,,,,,,,,,,,,,,,,,,,
8,148,7084,24/03/2015,358,102,,1499999,50,,2,30000,750000,4,5,21,,,,,2013,,,,,,,,,,,,,,,,,,,
12,57,7425,20/01/2005,358,70,,962060,,124,4,7759,240515,2,,,,,,,1950,,,,,,,,,,,,,,,,,,,
11,44,7425,09/06/2004,358,56,,475020,,47,2,10107,237510,3,,,,,,,1950,,,,,,,,,,,,,,,,,,,
11,44,7425,10/07/2002,358,56,,425340,,47,2,9050,212670,3,3,8,,,,,1940,,,,,,,,,,,,,,,,,,,
10,149,7084,11/12/2019,358,100,0,2250000,60,60,2,37500,1125000,2,7,28,0,0,0,0,2014,,,,,,,,,,,,,,,,,,,
20,143,7084,10/10/2019,358,112,20,2580000,53,53,3,48679,860000,5,8,22,0,0,0,0,2019,,,,,,,,,,,,,,,,,,,
0,143,7084,11/09/2019,358,112,0,2172500,53,53,2,40991,1086250,1,7,22,0,0,0,0,2017,,,,,,,,,,,,,,,,,,,
17,143,7084,19/11/2017,358,112,0,2447900,50,50,2,48958,1223950,4,8,23,0,0,0,0,2018,,,,,,,,,,,,,,,,,,,
4,3,8982,01/11/2017,358,31,0,447489,137,137,4,3266,111872.25,2,3,2,0,0,0,0,1940,,,,,,,,,,,,,,,,,,,
5,3,8982,01/11/2017,358,31,0,160943,33,33,2,4877,80471.5,3,3,2,0,0,0,0,1940,,,,,,,,,,,,,,,,,,,
8,156,7084,26/12/2016,358,84,0,2420000,65,65,2,37231,1210000,2,3,42,0,0,0,0,1980,,,,,,,,,,,,,,,,,,,
15,149,7084,07/12/2016,358,100,0,1980000,55,55,2,36000,990000,4,7,28,0,0,0,0,2000,,,,,,,,,,,,,,,,,,,
18,148,7084,24/11/2016,358,102,0,2697998,54,54,2,49963,1348999,5,6,0,0,0,49,0,2013,,,,,,,,,,,,,,,,,,,
10,146,7084,23/11/2016,358,106,0,2087500,50,50,2,41750,1043750,2,6,30,0,0,0,0,2009,,,,,,,,,,,,,,,,,,,
8,153,7084,24/12/2014,358,79,,2550001,70,70,3,36429,850000.33,5,6,,,,,,1970,,,,,,,,,,,,,,,,,,,
4,153,7084,15/12/2014,358,79,,2475000,69,,3,35870,825000,6,6,,,,,,1930,,,,,,,,,,,,,,,,,,,
3,149,7084,14/12/2014,358,100,,1143500,47,47,2,24330,571750,1,7,28,,,,,2014,,,,,,,,,,,,,,,,,,,
9,149,7084,14/12/2014,358,100,,1150000,,38,2,30263,575000,2,7,,,,,,2014,,,,,,,,,,,,,,,,,,,
11,253,7061,02/12/2014,358,111,,1475000,57,57,3,25877,491666.67,2,7,27,,,,,2013,,,,,,,,,,,,,,,,,,,
0,253,7061,26/11/2014,358,111,,1410000,75,75,3,18800,470000,5,8,,,,,,1970,,,,,,,,,,,,,,,,,,,
0,149,7084,19/11/2014,358,100,,1450000,,52,2,27885,725000,2,7,,,,,,2014,,,,,,,,,,,,,,,,,,,
8,148,7084,10/11/2014,358,102,,1380000,44,,1,31364,1380000,2,6,,,,,,2009,,,,,,,,,,,,,,,,,,,
27,156,7084,06/11/2014,358,85,,1500000,45,45,2,33333,750000,1,4,16,,,,,1910,,,,,,,,,,,,,,,,,,,
9,233,7084,03/11/2014,358,90,,1199999,51,,2.5,23529,479999.6,2,3,12,,,,,1950,,,,,,,,,,,,,,,,,,,
8,148,7084,28/10/2014,358,102,,1350001,50,,2,27000,675000.5,2,5,21,,,,,2009,,,,,,,,,,,,,,,,,,,
8,148,7084,21/10/2014,358,102,,1349999,50,,2,27000,674999.5,4,8,25,,,,,2009,,,,,,,,,,,,,,,,,,,
33,145,7084,31/12/2013,358,108,,1400000,52,,3,26923,466666.67,4,7,50,,,,,1999,,,,,,,,,,,,,,,,,,,
0,253,7061,31/12/2013,358,111,,1440000,57,57,3,25263,480000,3,6,25,,,,,2013,,,,,,,,,,,,,,,,,,,
10,178,7061,18/12/2013,358,121,,1555000,62,,3,25081,518333.33,2,8,,,,,,2013,,,,,,,,,,,,,,,,,,,
8,148,7084,11/12/2013,358,102,,1300000,50,50,2,26000,650000,3,6,19,,,,,2013,,,,,,,,,,,,,,,,,,,
14,57,7425,13/02/2006,358,70,,940800,,124,4,7587,235200,2,,,,,,,1950,,,,,,,,,,,,,,,,,,,
3,39,6984,07/03/2018,359,5,0,600000,43,42,2,14286,300000,1,2,4,0,0,0,0,1950,,,,,,,,,,,,,,,,,,,
4,38,6984,24/09/2019,359,3,3,1950000,56,46,2,42391,975000,2,2,4,0,0,0,0,1960,,,,,,,,,,,,,,,,,,,
0,219,7084,16/04/2018,360,45,0,1775002,35,40,2,44375,887501,2,3,12,0,0,0,0,2013,,,,,,,,,,,,,,,,,,,
0,216,7084,02/04/2018,360,47,0,1770000,39,39,2,45385,885000,2,3,12,0,0,0,0,2008,,,,,,,,,,,,,,,,,,,1
16,286,7084,21/02/2018,360,43,12,2200000,60,57,3,38596,733333,3,6,26,0,0,0,0,2000,,,,,,,,,,,,,,,,,,,11
12,216,7084,14/12/2014,360,45,,1880000,,95,3.5,19789,537142.86,2,4,24,,,,,2015,,,,,,,,,,,,,,,,,,,1
3,81,6904,21/05/2020,361,8,0,2822501,52,55,3,51318,940834,2,5,7,0,0,0,0,1940,,,,,,,,,,,,,,,,,,,1
4,31,7116,25/04/2018,361,4,0,2050000,75,75,3,27333,683333,0,3,4,0,0,22,0,1970,,,,,,,,,,,,,,,,,,,9
8,29,7228,26/11/2020,362,10,5,2000000,37,37,2,54054,1000000,2,4,10,0,0,0,0,1930,,,,,,,,,,,,,,,,,,,33
5,29,7228,15/10/2020,362,10,1,740000,27,27,2,27407,370000,1,3,7,0,0,0,0,1930,,,,,,,,,,,,,,,,,,,33
15,23,6919,21/11/2016,362,35,14,118056,40,42,2,2811,59028,3,4,18,0,0,0,0,1960,,,,,,,,,,,,,,,,,,,33
392,69,6135,28/11/2019,363,99,0,869999,35,35,2.5,24857,347999.6,2,3,6,0,0,0,0,1991,,,,,,,,,,,,,,,,,,,2
224,69,6135,11/10/2006,363,83,0,192105,0,35,1.5,5489,128070,0,1,0,0,0,0,0,1960,,,,,,,,,,,,,,,,,,,1
274,69,6135,07/08/2006,363,61,0,105504,0,30,1,3517,105504,2,4,12,0,0,0,0,1970,,,,,,,,,,,,,,,,,,,5
172,69,6135,24/07/2006,363,105,0,272182,0,20,2,13609,136091,1,1,1,0,0,0,0,1960,,,,,,,,,,,,,,,,,,,10
400,69,6135,07/03/2006,363,91,0,125730,0,25,1,5029,125730,0,0,0,0,0,0,0,1940,,,,,,,,,,,,,,,,,,,1
4,16,7088,20/05/2020,364,32,0,2035000,52,52,2,39135,1017500,1,3,9,0,0,0,0,1960,,,,,,,,,,,,,,,,,,,41
5,106,7088,30/12/2019,364,15,0,2970000,79,79,3,37595,990000,1,7,130,1,0,0,0,2018,,,,,,,,,,,,,,,,,,,40
13,15,7088,18/09/2019,364,34,13,1300000,31,23,2,56522,650000,3,4,30,0,0,0,0,1950,,,,,,,,,,,,,,,,,,,1
13,15,7088,12/11/2014,364,34,,870000,23,23,2,37826,435000,3,4,17,,,,,1950,,,,,,,,,,,,,,,,,,,1
20,930,6623,31/12/2013,365,11,,4885000,146,146,5,33459,977000,6,7,,,,,,1970,,,,,,,,,,,,,,,,,,,1
12,930,6623,15/04/2015,365,13,,3150001,106,106,4,29717,787500,2,8,,,,,,1970,,,,,,,,,,,,,,,,,,,1
0,19,9029,25/02/2010,366,49,0,650000,0,50,2,13000,325000,0,0,5,0,0,0,0,1950,,,,,,,,,,,,,,,,,,,3
15,20,9029,26/01/2009,366,47,0,559999,0,45,2,7778,175001,2,0,0,0,0,0,0,1934,,,,,,,,,,,,,,,,,,,1
5,24,9029,04/12/2008,366,58,0,300000,0,54,2,5556,150000,2,4,7,0,0,0,0,1950,,,,,,,,,,,,,,,,,,,1
0,19,9029,25/06/2008,366,49,0,287000,0,50,2,5740,143500,3,3,0,0,0,0,0,1930,,,,,,,,,,,,,,,,,,,2
7,24,9029,30/05/2008,366,58,0,570000,0,49,2,11633,285000,2,3,0,0,0,0,0,1950,,,,,,,,,,,,,,,,,,,3
19,20,9029,22/05/2008,366,47,0,497600,0,45,2,11058,248800,3,0,0,0,0,0,0,1951,,,,,,,,,,,,,,,,,,,157
2,39,7425,26/07/2004,366,13,,400411,,60,2,6674,200206,1,,,,,,,1938,,,,,,,,,,,,,,,,,,,157
6,24,9029,25/12/2013,366,58,0,1150000,51,0,2,22549,575000,2,3,0,0,0,0,0,1945,,,,,,,,,,,,,,,,,,,157
19,20,9029,28/11/2012,366,47,0,909999,46,0,2,19783,454999.5,3,4,0,0,0,0,0,1960,,,,,,,,,,,,,,,,,,,160
1,17,9029,16/08/2006,366,53,0,218550,0,30,1,7285,218550,0,3,10,0,0,0,0,1932,,,,,,,,,,,,,,,,,,,159
0,19,9029,18/01/2006,366,49,0,296000,0,37,1.5,8000,197333.33,3,3,8,0,0,0,0,1901,,,,,,,,,,,,,,,,,,,1
0,562,6214,07/07/2020,367,11,0,2970000,55,55,3,54000,990000,3,3,11,0,0,0,0,1960,,,,,,,,,,,,,,,,,,,159
5,181,6215,22/03/2018,368,24,0,1737500,88,72,3,24132,579167,1,4,14,0,0,0,0,1950,,,,,,,,,,,,,,,,,,,2
3,190,6215,27/11/2019,368,6,0,4250000,62,61,3,69672,1416666.67,1,5,15,0,0,0,85,1930,,,,,,,,,,,,,,,,,,,2
0,53,7084,23/08/2020,369,25,2,1972000,45,45,2,43822,986000,1,9,35,0,0,0,0,2022,,,,,,,,,,,,,,,,,,,3
0,53,7084,06/08/2020,369,25,31,2650000,62,3,3,883333,883333,7,9,35,0,0,0,0,2022,,,,,,,,,,,,,,,,,,,26
-1,53,7084,06/08/2020,369,25,21,3055000,71,71,3,43028,1018333,4,9,35,0,0,0,0,2022,,,,,,,,,,,,,,,,,,,1
-2,53,7084,06/08/2020,369,25,34,2680000,62,62,3,43226,893333,8,9,35,0,0,0,0,2022,,,,,,,,,,,,,,,,,,,6
0,160,7051,12/04/2018,369,20,0,2150000,50,50,2,43000,1075000,5,10,96,1,0,0,0,2013,,,,,,,,,,,,,,,,,,,25
10,49,7084,11/03/2018,369,15,7,1900000,54,46,2,41304,950000,2,3,10,0,0,0,0,1960,,,,,,,,,,,,,,,,,,,1
33,53,7084,28/02/2018,369,25,33,1950000,60,60,3,32500,650000,8,9,52,0,0,0,0,2018,,,,,,,,,,,,,,,,,,,1
23,53,7084,28/02/2018,369,25,23,1950000,62,62,3,31452,650000,5,9,52,0,0,0,0,2018,,,,,,,,,,,,,,,,,,,1
9,53,7084,28/02/2018,369,25,9,1700000,56,56,2,30357,850000,2,9,52,0,0,0,0,2019,,,,,,,,,,,,,,,,,,,1
22,53,7084,28/02/2018,369,25,22,1700000,45,45,2,37778,850000,5,9,52,0,0,0,0,2018,,,,,,,,,,,,,,,,,,,1
7,53,7084,28/02/2018,369,25,0,1700000,45,45,2,37778,850000,2,9,52,0,0,0,0,2019,,,,,,,,,,,,,,,,,,,1
26,105,7051,14/11/2019,369,12,26,2080000,56,56,2,37143,1040000,3,4,33,0,0,0,0,2010,,,,,,,,,,,,,,,,,,,2
85,160,7051,31/10/2019,369,20,0,2200000,57,57,2,38596,1100000,8,10,96,1,0,0,0,2009,,,,,,,,,,,,,,,,,,,1
0,53,7084,03/12/2017,369,23,0,495900,45,45,2,11020,247950,2,9,52,0,0,0,0,2017,,,,,,,,,,,,,,,,,,,1
42,160,7051,26/11/2014,369,20,,1549999,55,,2,28182,774999.5,3,10,96,,,,,2011,,,,,,,,,,,,,,,,,,,1
25,105,7051,19/11/2014,369,12,,1520000,54,54,2,28148,760000,3,3,30,,,,,2006,,,,,,,,,,,,,,,,,,,15
6,107,7051,12/11/2014,369,16,,900001,33,,2,27273,450000.5,2,3,,,,,,1972,,,,,,,,,,,,,,,,,,,1
0,160,7051,31/12/2013,369,20,,1300000,57,57,2,22807,650000,1,9,100,,,,,2013,,,,,,,,,,,,,,,,,,,2
-1,160,7051,31/12/2013,369,20,,1425000,60,60,2,23750,712500,2,10,96,1,,,,2011,,,,,,,,,,,,,,,,,,,2
0,160,7051,30/12/2013,369,20,,1399999,56,,2,25000,699999.5,1,8,,,,,,2013,,,,,,,,,,,,,,,,,,,2
31,160,7051,19/12/2012,369,20,31,1280000,58,58,2,22069,640000,2,10,,1,,,,2014,,,,,,,,,,,,,,,,,,,6
2,112,7051,19/08/2012,369,20,,602910,,60,2,10049,301455,0,10,96,1,,,,2012,,,,,,,,,,,,,,,,,,,2
2,1120,6625,19/03/2018,370,3,0,3400000,114,109,4,31193,850000,1,6,14,1,0,0,0,1990,,,,,,,,,,,,,,,,,,,1
6,1111,6625,26/02/2018,370,21,6,3640000,117,117,5,31111,728000,2,6,14,1,0,0,0,1995,,,,,,,,,,,,,,,,,,,12
145,170,6631,04/12/2014,371,4,,4480001,125,,5,35840,896000.2,8,15,,,,,,2002,,,,,,,,,,,,,,,,,,,1
107,170,6631,28/02/2018,371,2,45,5100001,115,119,5,42857,1020000,12,16,60,2,0,0,0,1988,,,,,,,,,,,,,,,,,,,3
0,108,6135,04/03/2018,372,8,0,2500000,120,0,6,20833,416667,2,2,3,0,0,0,0,1950,,,,,,,,,,,,,,,,,,,1
0,108,6135,02/10/2019,372,30,0,3000000,135,170,6,17647,500000,0,2,3,0,0,70,0,1940,,,,,,,,,,,,,,,,,,,1
3,284,6615,25/03/2015,373,6,,2449999,103,,4.5,23786,544444,2,6,,,,,,2002,,,,,,,,,,,,,,,,,,,2
34,7,7090,01/04/2015,374,16,,1390002,51,51,2,27255,695001,3,31,36,,,,,1950,,,,,,,,,,,,,,,,,,,1
0,7,7090,26/03/2015,374,6,,1275000,55,55,2,23182,637500,3,3,8,,,,,1950,,,,,,,,,,,,,,,,,,,2
0,11,7098,01/12/2014,374,32,,560000,50,50,2,11200,280000,2,3,,,,,,1948,,,,,,,,,,,,,,,,,,,25
5,11,7098,30/12/2013,374,32,,457300,50,50,2,9146,228650,2,3,,,,,,1948,,,,,,,,,,,,,,,,,,,30
2,2,7098,19/12/2013,374,14,,1300000,62,62,2.5,20968,520000,1,3,18,,,,,1950,,,,,,,,,,,,,,,,,,,153
-1,601,6624,31/12/2013,375,6,,2262498,180,,6,12569,377083,0,1,,,,,,2007,,,,,,,,,,,,,,,,,,,6
0,601,6624,31/12/2013,375,6,,2262498,180,,6,12569,377083,0,1,,,,,,2007,,,,,,,,,,,,,,,,,,,5
5,349,6624,30/03/2015,376,13,0,3274999,111,0,5,29504,655000,2,2,4,0,0,0,0,1975,,,,,,,,,,,,,,,,,,,10
5,349,6624,30/03/2015,376,13,,3274999,111,,5,29504,655000,2,2,4,,,,,1975,,,,,,,,,,,,,,,,,,,1
0,644,6213,28/03/2018,377,30,161,5150000,155,155,3,33226,1716667,16,24,54,0,0,0,0,2020,,,,,,,,,,,,,,,,,,,4
-1,644,6213,28/03/2018,377,30,151,5150000,155,155,3,33226,1716667,15,25,54,0,0,0,0,2020,,,,,,,,,,,,,,,,,,,6
0,644,6213,28/03/2018,377,30,151,5150000,155,155,3,33226,1716667,15,25,54,0,0,0,0,2020,,,,,,,,,,,,,,,,,,,4
331,14,6107,21/03/2018,377,30,0,6000000,228,228,5,26316,1200000,33,42,177,0,0,0,0,2018,,,,,,,,,,,,,,,,,,,1
191,644,6213,12/03/2018,377,30,0,5798328,156,156,3,37169,1932776,19,25,54,0,0,0,0,2020,,,,,,,,,,,,,,,,,,,107
0,688,6212,06/04/2015,377,98,,2370000,60,,2,39500,1185000,1,4,,,,,,1950,,,,,,,,,,,,,,,,,,,3
23,151,6212,11/12/2017,377,135,0,507622,21,21,1,24172,507622,3,4,22,0,0,0,0,1950,,,,,,,,,,,,,,,,,,,1
6,720,6111,03/12/2017,377,19,6,2830000,72,66,3,42879,943333.33,2,4,15,0,0,0,0,1960,,,,,,,,,,,,,,,,,,,13
22,1414,6213,14/11/2017,377,73,0,5650001,115,127,4,44488,1412500.25,6,20,76,1,0,0,0,1982,,,,,,,,,,,,,,,,,,,2
23,653,6212,13/11/2017,377,95,0,2825000,56,51,2.5,55392,1130000,3,4,8,0,0,0,0,1950,,,,,,,,,,,,,,,,,,,2
1,1414,6213,21/12/2016,377,73,0,4200000,130,0,5,32308,840000,1,20,20,1,0,0,0,1980,,,,,,,,,,,,,,,,,,,1
3,1414,6213,04/11/2014,377,73,,4099999,127,,4,32283,1024999.75,1,18,,,,,,1981,,,,,,,,,,,,,,,,,,,19
2,7,6111,30/12/2013,377,15,,2400000,69,69,3,34783,800000,4,4,16,,,,,1960,,,,,,,,,,,,,,,,,,,83
2,6,6111,17/10/2012,377,27,3,54002,,50,2.5,1080,21600.8,3,3,12,,,,,1960,,,,,,,,,,,,,,,,,,,3
9,105,7024,08/07/2009,378,21,,335000,,55,3,6091,111667,3,3,9,,,,,1970,,,,,,,,,,,,,,,,,,,1
1,103,7024,29/07/2008,378,19,,1080000,,104,4,10385,270000,0,3,5,,,30,60,1950,,,,,,,,,,,,,,,,,,,1
3,105,7024,14/04/2005,378,21,,268001,,19,1,14105,268001,1,1,9,,,,,1950,,,,,,,,,,,,,,,,,,,1
4,86,7024,08/12/2019,378,18,0,1930000,41,41,2,47073,965000,0,3,7,0,0,7,25,1930,,,,,,,,,,,,,,,,,,,3
13,39,7076,21/10/2012,378,7,,720000,,42,2.5,17143,288000,2,4,16,,,,,1948,,,,,,,,,,,,,,,,,,,3
5,106,7024,11/07/2011,378,23,,1075000,,100,4,10750,268750,5,,,,,,,1970,,,,,,,,,,,,,,,,,,,1
1,103,7024,24/04/2006,378,19,,613575,,104,3,5900,204525,0,2,2,,,30,63,1930,,,,,,,,,,,,,,,,,,,1
24,66,7046,16/12/2019,379,11,0,3150000,83,83,4,37952,787500,4,6,36,1,0,0,0,2017,,,,,,,,,,,,,,,,,,,2
21,66,7046,28/12/2014,379,11,,1969249,91,91,4,21640,492312.25,3,7,38,1,,,,2015,,,,,,,,,,,,,,,,,,,3
1,1168,6212,19/03/2018,380,45,0,4450000,81,68,3,65441,1483333,1,2,4,0,0,0,0,1960,,,,,,,,,,,,,,,,,,,26
4,330,6986,24/09/2019,381,21,0,2349999,100,110,4,21364,587499.75,1,1,4,0,0,0,0,1970,,,,,,,,,,,,,,,,,,,4
1,160,6986,04/09/2019,381,4,0,449999,95,98,4,4592,112499.75,1,2,4,0,0,0,0,1970,,,,,,,,,,,,,,,,,,,2
2,160,6986,29/11/2017,381,4,0,1149999,62,67,3,17164,383333,1,2,4,0,0,0,0,1960,,,,,,,,,,,,,,,,,,,7
1,46,7078,07/09/2012,382,5,,2500001,68,,3,36765,833333.67,1,4,,,,,,1980,,,,,,,,,,,,,,,,,,,91
16,568,6108,25/03/2018,383,152,0,660000,55,51,2.5,12941,264000,4,4,16,0,0,0,0,1970,,,,,,,,,,,,,,,,,,,3
-1,568,6108,25/03/2018,383,152,0,999000,55,51,2.5,19588,399600,4,4,16,0,0,0,0,1970,,,,,,,,,,,,,,,,,,,3
10,72,6214,06/11/2019,383,58,0,1275002,50,42,2,30357,637501,2,3,12,0,0,0,0,1950,,,,,,,,,,,,,,,,,,,50
0,681,6214,12/12/2017,383,67,0,4200000,75,75,3,56000,1400000,4,15,109,1,0,0,0,2017,,,,,,,,,,,,,,,,,,,1
0,681,6214,25/03/2018,383,62,0,5500000,0,120,5,45833,1100000,3,20,20,2,0,0,0,2017,,,,,,,,,,,,,,,,,,,1
0,362,6214,25/11/2019,383,47,0,1637499,50,50,2.5,32750,654999.6,1,4,0,0,0,0,0,1970,,,,,,,,,,,,,,,,,,,1
6,389,6214,13/12/2016,383,61,6,1344999,54,0,3,24907,448333,2,5,11,0,0,0,0,1957,,,,,,,,,,,,,,,,,,,10
16,345,6213,06/12/2016,383,134,0,2840002,56,56,3,50714,946667.33,4,4,16,0,0,0,0,2016,,,,,,,,,,,,,,,,,,,1
4,421,6214,29/12/2011,383,999,0,200000,0,101,3,1980,66666.67,1,0,0,0,0,0,0,2012,,,,,,,,,,,,,,,,,,,1
10,421,6214,29/12/2011,383,999,0,200000,0,100,3,2000,66666.67,2,0,0,0,0,0,0,2012,,,,,,,,,,,,,,,,,,,1
0,421,6214,31/05/2011,383,999,10,133500,0,101,3,1322,44500,2,0,0,1,0,0,0,2012,,,,,,,,,,,,,,,,,,,1
-1,421,6214,31/05/2011,383,9999,4,133500,0,101,3,1322,44500,1,0,0,1,0,0,0,2012,,,,,,,,,,,,,,,,,,,2
-2,421,6214,31/05/2011,383,999,3,133500,0,100,3,1335,44500,1,0,0,0,0,0,0,2012,,,,,,,,,,,,,,,,,,,1
2,51,6982,16/12/2019,384,7,0,111000,56,56,2,1982,55500,1,2,4,0,0,0,0,1988,,,,,,,,,,,,,,,,,,,3
4,44,6982,14/11/2017,384,1,0,349998,67,73,3,28767,700000.33,2,2,4,0,0,0,0,1950,,,,,,,,,,,,,,,,,,,3
2,39,6982,23/12/2014,384,10,,1180001,51,51,2.5,23137,472000.4,0,2,,,,,,1970,,,,,,,,,,,,,,,,,,,12
4,320,6167,25/12/2014,385,28,,1430000,75,,3,19067,476666.67,2,3,7,,,,,1960,,,,,,,,,,,,,,,,,,,1
2,168,7110,29/03/2015,385,4,,2370000,75,75,3,31600,790000,1,4,,,,,,1970,,,,,,,,,,,,,,,,,,,31
0,199,7033,12/09/2004,386,8,0,901000,0,100,4,9010,225250,0,0,1,0,0,0,0,1920,,,,,,,,,,,,,,,,,,,2
3,30,6963,31/03/2015,387,6,,2450000,65,,2.5,37692,980000,1,3,,,,,,1955,,,,,,,,,,,,,,,,,,,2
2,42,6963,21/11/2013,387,32,,1964999,56,,3,35089,654999.67,1,3,,,,,,1950,,,,,,,,,,,,,,,,,,,1
5,8,6963,20/11/2013,387,13,,2505000,65,,3,38538,835000,1,4,,,,,,1970,,,,,,,,,,,,,,,,,,,47
6,26,6963,11/09/2012,387,2,,1785000,,46,2,38804,892500,1,4,,,,,,1959,,,,,,,,,,,,,,,,,,,37
6,116,6108,20/12/2017,388,3,0,3155000,58,56,2.5,56339,1262000,2,4,13,1,0,0,0,1960,,,,,,,,,,,,,,,,,,,14
5,35,6901,29/12/2019,389,24,0,1500000,28,25,1,60000,1500000,1,3,12,0,0,0,0,1950,,,,,,,,,,,,,,,,,,,2
10,28,6901,29/12/2019,389,21,10,7150000,181,167,5,42814,1430000,5,6,10,0,0,0,0,2017,,,,,,,,,,,,,,,,,,,1
7,28,6901,26/11/2017,389,21,7,4750000,77,72,3,65972,1583333.33,3,6,10,0,0,0,0,2017,,,,,,,,,,,,,,,,,,,2
10,31,7092,14/03/2018,390,26,5,3050001,86,86,3,35465,1016667,2,4,13,0,0,0,0,1950,,,,,,,,,,,,,,,,,,,2
3,225,6106,24/09/2009,391,3,0,1850000,0,80,3.5,23125,528571,1,4,13,0,0,0,0,1980,,,,,,,,,,,,,,,,,,,3
2,225,6106,18/09/2019,391,3,2,1825000,89,89,4,20506,456250,1,4,12,1,0,0,0,1994,,,,,,,,,,,,,,,,,,,2
10,721,6108,05/12/2017,391,1,12,4400000,104,96,5,45833,880000,4,5,12,1,0,66,0,1995,,,,,,,,,,,,,,,,,,,3
0,186,6106,23/11/2017,391,15,0,3030000,72,72,2.5,42083,1212000,1,4,12,1,0,0,0,2008,,,,,,,,,,,,,,,,,,,1
0,192,6956,29/11/2004,392,12,0,1312200,0,91,4,14420,328050,1,5,0,1,0,0,0,2000,,,,,,,,,,,,,,,,,,,2
0,192,6956,12/08/2004,392,12,0,1237782,0,69,3,17939,412594,1,4,0,1,0,0,0,2002,,,,,,,,,,,,,,,,,,,81
2,192,6956,12/07/2004,392,12,0,1253840,0,71,3,17660,417947,1,4,0,1,0,0,0,2002,,,,,,,,,,,,,,,,,,,2
0,51,6956,20/05/2004,392,12,0,1217410,0,69,3,17644,405803,2,5,0,1,0,0,0,2000,,,,,,,,,,,,,,,,,,,3
5,15,6956,19/11/2019,392,21,0,3630000,59,59,2.5,61525,1452000,2,3,8,0,0,0,0,1960,,,,,,,,,,,,,,,,,,,3
2,46,6956,14/11/2019,392,22,0,2550000,60,47,2,54362,1277499,1,4,8,0,0,0,0,1960,,,,,,,,,,,,,,,,,,,2
0,192,6956,20/11/2006,392,12,0,4915680,0,237,4,20741,1228920,4,5,14,2,0,234,0,2000,,,,,,,,,,,,,,,,,,,4
41,161,6332,21/11/2016,393,13,0,4020002,102,0,4,39412,1005000.5,0,3,8,0,0,0,0,1990,,,,,,,,,,,,,,,,,,,2
3,107,6916,03/12/2017,394,16,0,3325000,64,63,3,52778,1108333.33,2,4,8,0,0,0,0,1960,,,,,,,,,,,,,,,,,,,1
6,107,6916,28/12/2016,394,16,0,3049999,63,0,3,48413,1016666.33,3,4,8,0,0,0,0,1970,,,,,,,,,,,,,,,,,,,1
9,92,6916,11/12/2016,394,16,9,835000,41,36,1.5,23194,556666.67,3,4,12,0,0,0,0,1950,,,,,,,,,,,,,,,,,,,2
104,10,6979,18/11/2019,395,6,0,750000,44,44,2,17045,375000,3,3,9,0,0,0,0,1950,,,,,,,,,,,,,,,,,,,6
0,10,6979,05/09/2019,395,6,5,1030000,29,29,2,35517,515000,1,4,11,0,0,0,0,1960,,,,,,,,,,,,,,,,,,,27
38,244,6631,23/11/2014,396,3,,11669625,217,,6,53777,1944937.5,15,15,38,,,,,2012,,,,,,,,,,,,,,,,,,,2
270,209,6631,27/12/2013,396,4,0,4349998,123,0,5,35366,869999.6,11,14,54,1,0,0,0,1991,,,,,,,,,,,,,,,,,,,2
270,209,6631,27/12/2013,396,4,,4349998,123,,5,35366,869999.6,11,14,54,1,,,,1991,,,,,,,,,,,,,,,,,,,35
277,209,6631,18/12/2013,396,4,0,4274999,123,123,4,34756,1068749.75,13,14,0,0,0,0,0,1989,,,,,,,,,,,,,,,,,,,34
277,209,6631,18/12/2013,396,4,,4274999,123,123,4,34756,1068749.75,13,14,,,,,,1989,,,,,,,,,,,,,,,,,,,21
19,245,6631,06/12/2012,396,5,0,4171955,0,125,5,33376,834391,5,14,0,0,0,0,0,2015,,,,,,,,,,,,,,,,,,,138
6,245,6631,29/11/2012,396,5,0,3663180,0,100,4,36632,915795,2,14,0,0,0,0,0,2015,,,,,,,,,,,,,,,,,,,42
30,245,6631,20/11/2012,396,5,0,5250558,0,139,5,37774,1050111.6,8,14,0,0,0,0,0,2015,,,,,,,,,,,,,,,,,,,42
11,245,6631,14/11/2012,396,5,0,3663180,0,100,4,36632,915795,3,14,0,0,0,0,0,2015,,,,,,,,,,,,,,,,,,,2
34,245,6631,16/10/2012,396,5,0,5371872,139,139,5,38647,1074374.4,9,14,0,0,0,0,0,2012,,,,,,,,,,,,,,,,,,,1
